# Active universe: NIFTY 50 + NIFTY Next 50 + NIFTY Midcap 100
# Source: official NSE/Nifty Indices constituent CSV downloaded from niftyindices.com
# FYERS-tradable list excludes official dummy constituents that FYERS history rejects: NIFTYNEXT50:DUMMYVEDL1, NIFTYNEXT50:DUMMYVEDL2, NIFTYNEXT50:DUMMYVEDL3, NIFTYNEXT50:DUMMYVEDL4
# Columns: symbol,fyers_symbol,company,sector,basket,notes
symbol,fyers_symbol,company,sector,basket,notes
HUDCO,NSE:HUDCO-EQ,Housing & Urban Development Corporation Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
ICICIGI,NSE:ICICIGI-EQ,ICICI Lombard General Insurance Company Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
ICICIAMC,NSE:ICICIAMC-EQ,ICICI Prudential Asset Management Company Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
IDFCFIRSTB,NSE:IDFCFIRSTB-EQ,IDFC First Bank Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
INDIANB,NSE:INDIANB-EQ,Indian Bank,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
IRCTC,NSE:IRCTC-EQ,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
IREDA,NSE:IREDA-EQ,Indian Renewable Energy Development Agency Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
INDUSTOWER,NSE:INDUSTOWER-EQ,Indus Towers Ltd.,Telecommunication,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
INDUSINDBK,NSE:INDUSINDBK-EQ,IndusInd Bank Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
NAUKRI,NSE:NAUKRI-EQ,Info Edge (India) Ltd.,Consumer Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
JSWENERGY,NSE:JSWENERGY-EQ,JSW Energy Ltd.,Power,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
JUBLFOOD,NSE:JUBLFOOD-EQ,Jubilant Foodworks Ltd.,Consumer Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
KEI,NSE:KEI-EQ,KEI Industries Ltd.,Capital Goods,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
KPITTECH,NSE:KPITTECH-EQ,KPIT Technologies Ltd.,Information Technology,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
KALYANKJIL,NSE:KALYANKJIL-EQ,Kalyan Jewellers India Ltd.,Consumer Durables,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
LTF,NSE:LTF-EQ,L&T Finance Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
LGEINDIA,NSE:LGEINDIA-EQ,LG Electronics India Ltd.,Consumer Durables,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
LICHSGFIN,NSE:LICHSGFIN-EQ,LIC Housing Finance Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
LAURUSLABS,NSE:LAURUSLABS-EQ,Laurus Labs Ltd.,Healthcare,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
LENSKART,NSE:LENSKART-EQ,Lenskart Solutions Ltd.,Consumer Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
LUPIN,NSE:LUPIN-EQ,Lupin Ltd.,Healthcare,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
MRF,NSE:MRF-EQ,MRF Ltd.,Automobile and Auto Components,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
M&MFIN,NSE:M&MFIN-EQ,Mahindra & Mahindra Financial Services Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
MANKIND,NSE:MANKIND-EQ,Mankind Pharma Ltd.,Healthcare,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
MARICO,NSE:MARICO-EQ,Marico Ltd.,Fast Moving Consumer Goods,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
MFSL,NSE:MFSL-EQ,Max Financial Services Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
MOTILALOFS,NSE:MOTILALOFS-EQ,Motilal Oswal Financial Services Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
MPHASIS,NSE:MPHASIS-EQ,MphasiS Ltd.,Information Technology,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
MCX,NSE:MCX-EQ,Multi Commodity Exchange of India Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
NHPC,NSE:NHPC-EQ,NHPC Ltd.,Power,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
NMDC,NSE:NMDC-EQ,NMDC Ltd.,Metals & Mining,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
NATIONALUM,NSE:NATIONALUM-EQ,National Aluminium Co. Ltd.,Metals & Mining,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
OBEROIRLTY,NSE:OBEROIRLTY-EQ,Oberoi Realty Ltd.,Realty,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
OIL,NSE:OIL-EQ,Oil India Ltd.,Oil Gas & Consumable Fuels,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
PAYTM,NSE:PAYTM-EQ,One 97 Communications Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
OFSS,NSE:OFSS-EQ,Oracle Financial Services Software Ltd.,Information Technology,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
POLICYBZR,NSE:POLICYBZR-EQ,PB Fintech Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
PIIND,NSE:PIIND-EQ,PI Industries Ltd.,Chemicals,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
PAGEIND,NSE:PAGEIND-EQ,Page Industries Ltd.,Textiles,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
PATANJALI,NSE:PATANJALI-EQ,Patanjali Foods Ltd.,Fast Moving Consumer Goods,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
PERSISTENT,NSE:PERSISTENT-EQ,Persistent Systems Ltd.,Information Technology,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
PHOENIXLTD,NSE:PHOENIXLTD-EQ,Phoenix Mills Ltd.,Realty,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
POLYCAB,NSE:POLYCAB-EQ,Polycab India Ltd.,Capital Goods,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
PREMIERENE,NSE:PREMIERENE-EQ,Premier Energies Ltd.,Capital Goods,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
PRESTIGE,NSE:PRESTIGE-EQ,Prestige Estates Projects Ltd.,Realty,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
RADICO,NSE:RADICO-EQ,Radico Khaitan Ltd,Fast Moving Consumer Goods,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
RVNL,NSE:RVNL-EQ,Rail Vikas Nigam Ltd.,Construction,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
SBICARD,NSE:SBICARD-EQ,SBI Cards and Payment Services Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
SRF,NSE:SRF-EQ,SRF Ltd.,Chemicals,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
SAIL,NSE:SAIL-EQ,Steel Authority of India Ltd.,Metals & Mining,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
SUPREMEIND,NSE:SUPREMEIND-EQ,Supreme Industries Ltd.,Capital Goods,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
SUZLON,NSE:SUZLON-EQ,Suzlon Energy Ltd.,Capital Goods,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
SWIGGY,NSE:SWIGGY-EQ,Swiggy Ltd.,Consumer Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
TATACOMM,NSE:TATACOMM-EQ,Tata Communications Ltd.,Telecommunication,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
TATAELXSI,NSE:TATAELXSI-EQ,Tata Elxsi Ltd.,Information Technology,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
TATAINVEST,NSE:TATAINVEST-EQ,Tata Investment Corporation Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
TIINDIA,NSE:TIINDIA-EQ,Tube Investments of India Ltd.,Automobile and Auto Components,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
UPL,NSE:UPL-EQ,UPL Ltd.,Chemicals,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
VMM,NSE:VMM-EQ,Vishal Mega Mart Ltd.,Consumer Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
IDEA,NSE:IDEA-EQ,Vodafone Idea Ltd.,Telecommunication,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
VOLTAS,NSE:VOLTAS-EQ,Voltas Ltd.,Consumer Durables,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
WAAREEENER,NSE:WAAREEENER-EQ,Waaree Energies Ltd.,Capital Goods,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
YESBANK,NSE:YESBANK-EQ,Yes Bank Ltd.,Financial Services,NIFTYMIDCAP100,Official NSE index constituent source=ind_niftymidcap100list.csv; FYERS-tradable universe excludes dummy constituents
